Mean Intensity,Median Intensity,Std Intensity,Min Intensity,Max Intensity,Intensity Ratio,Max Variance,IQR Intensity,label
91.625,84.0,32.17241758284571,10,220,22.0,210,35.0,0
114.7802734375,115.0,46.98118765713817,1,240,240.0,239,74.0,0
115.431640625,103.0,49.71670932765814,3,251,83.66666666666667,248,72.0,0
120.7080078125,110.0,53.87006660938836,2,234,117.0,232,73.0,0
105.638671875,114.0,54.80466296412271,1,244,244.0,243,83.0,0
114.689453125,115.0,25.976274596031427,9,212,23.555555555555557,203,14.0,0
115.5146484375,109.0,32.181822622379215,40,220,5.5,180,46.0,0
103.376953125,106.0,28.834700234119875,21,167,7.9523809523809526,146,36.0,0
96.2421875,78.0,56.58067678845706,2,242,121.0,240,92.0,0
128.5732421875,118.0,63.96805925094156,4,255,63.75,251,117.25,0
115.810546875,122.0,46.91210246315366,10,244,24.4,234,53.25,0
107.748046875,111.0,39.531719316553925,48,239,4.979166666666667,191,63.0,0
113.2353515625,114.0,51.5726152982814,28,247,8.821428571428571,219,87.0,0
132.71875,124.0,52.19407705561523,2,254,127.0,252,47.0,0
135.9921875,134.0,20.15869504307865,94,250,2.6595744680851063,156,16.0,0
98.6259765625,81.0,53.07063163752341,15,254,16.933333333333334,239,52.25,0
106.734375,99.0,60.05906719833713,32,246,7.6875,214,108.0,0
102.2470703125,126.0,50.97527827607399,2,244,122.0,242,90.25,0
148.9404296875,158.0,40.40093698406472,32,248,7.75,216,39.0,0
123.365234375,129.0,47.24178791839189,38,246,6.473684210526316,208,65.0,0
130.388671875,144.0,62.81981696028399,9,242,26.88888888888889,233,119.0,0
121.2490234375,129.0,31.4153982171176,7,246,35.142857142857146,239,25.0,0
114.890625,105.5,57.698568057269625,4,247,61.75,243,70.0,0
105.2216796875,85.0,50.2976946258837,2,248,124.0,246,57.0,0
143.482421875,159.0,55.883228592168166,1,252,252.0,251,78.0,0
110.4638671875,104.0,52.784817662561466,7,248,35.42857142857143,241,73.0,0
122.8603515625,113.0,61.04956866556392,2,251,125.5,249,97.25,0
127.4345703125,130.5,63.378910877010135,21,252,12.0,231,127.0,0
110.130859375,108.5,42.54543142570039,4,243,60.75,239,61.0,0
86.7958984375,76.0,53.767823559864176,4,237,59.25,233,66.25,0
111.8720703125,120.0,25.81481226800916,11,149,13.545454545454545,138,6.0,0
91.9541015625,92.0,34.82975956198858,3,244,81.33333333333333,241,31.0,0
111.4541015625,106.0,48.13674615959657,2,244,122.0,242,75.0,0
120.228515625,97.0,70.40313968484737,1,253,253.0,252,135.0,0
124.869140625,125.5,60.22361053979556,25,247,9.88,222,100.0,0
91.4326171875,82.0,43.68950449829546,9,231,25.666666666666668,222,57.25,0
136.4345703125,133.5,45.13194216218701,1,254,254.0,253,57.0,0
131.3193359375,128.0,45.92551477524798,2,254,127.0,252,53.25,0
125.9267578125,124.0,57.300311432569636,1,255,255.0,254,42.0,0
105.078125,98.0,40.42793248002395,2,240,120.0,238,22.0,0
158.02734375,171.5,56.406857981271536,1,251,251.0,250,66.0,0
114.7353515625,101.5,61.38153351389185,1,246,246.0,245,105.25,0
71.453125,72.0,38.01852126246331,1,223,223.0,222,56.0,0
95.2041015625,99.0,44.03920420051531,3,221,73.66666666666667,218,66.0,0
94.55859375,90.0,36.1426817180527,17,226,13.294117647058824,209,57.25,0
154.2255859375,164.0,32.37914563298887,3,197,65.66666666666667,194,46.0,0
134.5576171875,141.0,48.41072446018242,9,250,27.77777777777778,241,73.25,0
113.234375,118.0,49.487270991987174,25,250,10.0,225,85.0,0
115.1396484375,83.0,70.3349619001916,1,253,253.0,252,124.75,0
95.8037109375,75.0,58.02943711743586,5,244,48.8,239,102.25,0
128.7919921875,140.0,54.78208511856261,2,252,126.0,250,71.0,0
95.138671875,78.0,66.20622307031329,3,210,70.0,207,123.0,0
104.5458984375,113.0,45.09096538064399,1,195,195.0,194,69.0,0
137.6982421875,139.0,30.566042688907167,13,229,17.615384615384617,216,40.0,0
141.3095703125,146.0,46.64084083085466,13,254,19.53846153846154,241,52.0,0
153.5283203125,159.0,42.49438357547854,2,254,127.0,252,38.0,0
114.4375,124.0,57.14865483981228,1,178,178.0,177,110.25,0
151.5078125,157.0,19.383514699090146,22,172,7.818181818181818,150,11.0,0
110.6630859375,119.0,35.94085262416558,2,224,112.0,222,17.0,0
95.67578125,84.0,49.239929563842274,5,247,49.4,242,78.25,0
146.69140625,176.0,66.50012103765272,1,235,235.0,234,105.0,0
111.4658203125,110.0,38.7962275131096,22,224,10.181818181818182,202,70.0,0
91.8115234375,79.0,58.66250652587126,1,255,255.0,254,91.25,0
76.77734375,75.0,37.68956299254922,5,181,36.2,176,62.25,0
127.103515625,128.0,34.5750856852211,12,252,21.0,240,47.0,0
97.9541015625,86.0,63.6710359819984,1,254,254.0,253,79.0,0
118.2451171875,100.0,68.33196397277699,1,221,221.0,220,137.0,0
138.9326171875,146.0,54.525244570694774,1,253,253.0,252,70.25,0
115.5078125,111.0,42.206360801303916,4,231,57.75,227,57.0,0
119.5166015625,121.0,20.13105784635081,1,156,156.0,155,16.5,0
114.2958984375,124.0,67.91439164530729,5,245,49.0,240,130.25,0
91.7060546875,89.0,66.23471612070787,1,244,244.0,243,128.0,0
84.2177734375,84.0,39.918941752849854,3,227,75.66666666666667,224,59.0,0
102.76171875,103.0,30.97494355597599,6,203,33.833333333333336,197,34.0,0
134.8037109375,141.0,26.147895654649588,26,191,7.346153846153846,165,32.0,0
101.162109375,103.0,39.065238527052884,4,255,63.75,251,31.0,0
134.1064453125,137.0,20.6633969637847,4,179,44.75,175,14.0,0
117.5625,113.0,35.23689361840797,43,249,5.790697674418604,206,48.0,0
137.33203125,141.0,40.357643199572784,1,218,218.0,217,58.0,0
137.0205078125,136.0,23.82784465687416,11,251,22.818181818181817,240,5.0,0
96.4326171875,93.0,42.06662487419902,19,224,11.789473684210526,205,66.25,0
92.349609375,68.0,62.70892299573413,1,254,254.0,253,67.5,0
104.10546875,92.0,63.160591833181655,4,220,55.0,216,120.0,0
98.69921875,123.0,50.34074672310343,1,183,183.0,182,92.0,0
161.4990234375,155.0,36.319975551290305,33,230,6.96969696969697,197,62.0,0
104.3837890625,100.5,51.74532144931564,1,230,230.0,229,89.25,0
92.7265625,92.0,35.26691523309905,2,254,127.0,252,28.0,0
116.7099609375,74.0,74.48108806203575,13,254,19.53846153846154,241,138.25,0
93.7431640625,89.0,45.36337071348103,2,253,126.5,251,57.0,0
115.6123046875,112.0,45.67930292574708,1,235,235.0,234,65.0,0
130.291015625,132.0,27.01690871992956,6,210,35.0,204,20.0,0
104.6982421875,96.0,58.52603384422265,6,255,42.5,249,65.25,0
129.3193359375,141.0,32.421669082906895,47,181,3.851063829787234,134,36.5,0
108.890625,97.0,65.05425732789803,2,250,125.0,248,107.0,0
116.5966796875,115.0,54.51035979438243,15,253,16.866666666666667,238,81.25,0
130.376953125,131.0,10.831202038165143,45,187,4.155555555555556,142,9.25,0
100.9794921875,96.0,37.469422029731476,3,238,79.33333333333333,235,24.0,0
121.6357421875,132.5,56.56123213216392,1,249,249.0,248,84.0,0
111.65625,110.0,23.168139660156143,38,227,5.973684210526316,189,11.0,0
110.7578125,108.0,54.88754428000804,17,230,13.529411764705882,213,102.0,0
123.8955078125,140.0,40.862309518616925,6,238,39.666666666666664,232,47.5,0
82.759765625,68.0,61.29367784441612,3,254,84.66666666666667,251,71.25,0
89.2392578125,88.0,20.727783236194306,37,211,5.702702702702703,174,28.0,0
111.3828125,124.0,54.512988861278224,2,255,127.5,253,77.25,0
112.64453125,126.5,70.20016449477005,17,213,12.529411764705882,196,140.0,0
133.1396484375,140.5,73.14832046859588,1,244,244.0,243,138.25,0
124.3271484375,152.0,47.028367906640575,1,246,246.0,245,87.0,0
101.751953125,100.0,23.34471208052913,39,214,5.487179487179487,175,26.25,0
119.00390625,127.0,28.084241027953933,6,170,28.333333333333332,164,25.0,0
100.0849609375,85.0,44.479625870465675,37,255,6.891891891891892,218,21.25,0
103.9345703125,107.0,28.87676902405277,14,225,16.071428571428573,211,36.0,0
100.1689453125,87.0,55.019667758846786,9,212,23.555555555555557,203,98.0,0
108.560546875,124.0,36.059064043606675,2,212,106.0,210,32.0,0
124.7314453125,106.0,49.01272502439873,15,250,16.666666666666668,235,91.0,0
113.84765625,118.0,36.92491635240134,4,242,60.5,238,39.0,0
104.6337890625,92.0,59.01037440981675,3,223,74.33333333333333,220,92.0,0
131.935546875,136.0,32.58890703014874,13,248,19.076923076923077,235,32.0,0
109.3017578125,103.0,62.77444242611873,13,231,17.76923076923077,218,114.0,0
158.7373046875,173.0,35.90292269941669,3,224,74.66666666666667,221,7.0,0
104.7607421875,105.0,48.232088460501664,25,246,9.84,221,92.0,0
122.3642578125,130.0,38.10954004981604,2,255,127.5,253,27.0,0
153.59375,154.0,33.50208424020064,7,238,34.0,231,25.0,0
103.52734375,95.0,36.73337786256984,26,205,7.884615384615385,179,57.0,0
109.638671875,115.0,37.59054574605274,20,183,9.15,163,58.25,0
139.8193359375,146.0,29.07814728553078,2,233,116.5,231,34.0,0
74.1455078125,65.0,44.9006859737577,1,227,227.0,226,45.0,0
130.8984375,154.5,64.82938423322092,1,242,242.0,241,113.0,0
98.8974609375,88.0,47.50530637916318,4,230,57.5,226,56.25,0
92.4111328125,87.0,50.242808031329076,4,250,62.5,246,58.0,0
98.869140625,101.5,40.111495790782655,14,195,13.928571428571429,181,63.25,0
121.26171875,111.0,71.2658826827108,12,246,20.5,234,151.0,0
110.6318359375,102.0,55.371792039454384,4,251,62.75,247,82.0,0
113.3369140625,106.0,64.89327750604826,2,245,122.5,243,113.25,0
129.541015625,123.0,61.15504659444309,1,253,253.0,252,86.0,0
134.4970703125,134.0,45.32730352162955,34,252,7.411764705882353,218,70.0,0
90.5458984375,78.5,44.17492133081207,4,247,61.75,243,40.25,0
153.5126953125,151.5,49.57957850218213,25,254,10.16,229,77.0,0
121.5751953125,131.0,50.90018005901333,4,223,55.75,219,57.25,0
126.310546875,148.0,58.47563299690246,22,198,9.0,176,114.25,0
142.072265625,149.0,48.30110486111517,3,252,84.0,249,58.25,0
133.80078125,135.0,39.8150185547445,22,221,10.045454545454545,199,64.0,0
106.275390625,105.0,21.01372179680844,3,163,54.333333333333336,160,26.0,0
108.5625,99.0,47.133868528903925,39,248,6.358974358974359,209,62.0,0
122.1796875,129.0,52.17478267110793,2,212,106.0,210,82.0,0
152.51953125,147.0,67.84293390641558,1,253,253.0,252,117.0,0
87.80078125,69.0,49.95268620169138,1,247,247.0,246,48.0,0
106.1943359375,105.0,37.98604707791923,24,254,10.583333333333334,230,55.25,0
115.94140625,118.0,14.418835486004442,55,175,3.1818181818181817,120,15.0,0
133.9208984375,133.5,42.39286350030285,10,241,24.1,231,61.0,0
105.0849609375,90.0,64.01882358983644,2,251,125.5,249,93.25,0
114.015625,119.0,25.94385746635174,41,214,5.219512195121951,173,36.0,0
132.255859375,138.0,37.55520630159319,59,230,3.8983050847457625,171,42.25,0
86.587890625,84.0,31.524979087828704,21,241,11.476190476190476,220,34.0,0
74.0810546875,72.0,26.28833273431646,17,199,11.705882352941176,182,40.0,0
107.12890625,93.0,57.10096752729949,1,248,248.0,247,90.0,0
163.0576171875,170.0,30.70460954721953,1,195,195.0,194,11.0,0
84.298828125,82.0,28.39169660528777,8,228,28.5,220,25.0,0
141.4599609375,161.0,54.43779024031444,2,231,115.5,229,92.25,0
105.6796875,109.0,33.00039857565881,2,204,102.0,202,39.0,0
112.904296875,114.0,36.318182390668525,12,225,18.75,213,53.0,0
77.1875,63.0,41.96354910067784,3,239,79.66666666666667,236,44.0,0
126.3896484375,133.0,43.41496189429001,3,219,73.0,216,52.0,0
128.6884765625,148.0,46.05104615082472,4,254,63.5,250,67.25,0
133.3583984375,130.0,61.13859022436237,4,242,60.5,238,101.5,0
89.7421875,107.5,46.43531221188078,2,196,98.0,194,91.0,0
108.099609375,105.0,45.48153643070353,5,237,47.4,232,65.0,0
140.6357421875,139.0,24.26020910737442,2,249,124.5,247,9.0,0
128.8232421875,114.0,58.56931162723547,38,238,6.2631578947368425,200,112.0,0
78.0615234375,71.0,38.1499038030129,14,214,15.285714285714286,200,38.25,0
126.3310546875,111.0,57.88366205140605,8,231,28.875,223,112.0,0
86.0224609375,65.0,62.22412931446921,3,255,85.0,252,77.0,0
125.6416015625,119.0,46.00676610154747,5,253,50.6,248,45.0,0
115.423828125,116.0,38.453274946296304,29,237,8.172413793103448,208,56.0,0
89.8671875,66.0,58.891783182926666,10,239,23.9,229,86.25,0
86.6201171875,70.0,43.96453233131528,4,244,61.0,240,23.25,0
97.083984375,98.0,40.105558682678335,8,217,27.125,209,69.0,0
109.7265625,85.0,54.451216676568336,12,254,21.166666666666668,242,55.0,0
80.0234375,68.0,50.73796652959787,2,248,124.0,246,68.0,0
111.2490234375,107.0,46.039083038382465,21,204,9.714285714285714,183,75.25,0
70.7890625,68.0,31.933164417985477,1,215,215.0,214,32.0,0
108.9609375,101.0,65.6154489887564,1,254,254.0,253,114.0,0
100.5146484375,82.0,65.84313285983801,2,214,107.0,212,143.0,0
116.6181640625,132.0,63.25787146971777,11,251,22.818181818181817,240,112.0,0
110.6064453125,93.0,60.873029978558215,1,234,234.0,233,116.0,0
81.72265625,76.0,41.30324728994484,1,233,233.0,232,50.0,0
84.490234375,78.0,44.869645205668476,9,242,26.88888888888889,233,60.5,0
124.0078125,117.0,51.51812425219734,1,255,255.0,254,39.5,0
77.07421875,53.0,42.692948492135656,4,234,58.5,230,54.0,0
121.744140625,127.0,22.576842845163817,21,193,9.19047619047619,172,11.0,0
77.2685546875,56.0,54.54024055060008,2,249,124.5,247,65.0,0
109.939453125,101.0,58.27475873781828,1,251,251.0,250,88.5,0
129.529296875,157.0,54.248533976210965,36,253,7.027777777777778,217,105.0,0
75.083984375,61.0,55.899015893616195,2,242,121.0,240,73.0,0
108.390625,112.0,30.702290064983345,1,242,242.0,241,39.0,0
106.5458984375,108.0,42.283754115303374,12,223,18.583333333333332,211,74.25,0
125.4453125,131.5,29.205343473452658,51,186,3.6470588235294117,135,45.0,0
119.736328125,120.0,35.39559924471309,33,245,7.424242424242424,212,44.25,0
105.1875,136.5,59.82185467598777,3,211,70.33333333333333,208,118.0,0
116.36328125,138.0,47.589583076114444,4,251,62.75,247,84.25,0
127.826171875,132.0,38.15706974183105,22,229,10.409090909090908,207,66.0,0
142.8056640625,156.0,36.3023104134695,1,233,233.0,232,9.0,0
90.099609375,92.0,39.002852457832006,2,232,116.0,230,45.0,0
92.98046875,94.0,34.671527986307055,4,250,62.5,246,23.25,0
128.091796875,139.0,69.16085594618346,1,235,235.0,234,134.0,0
107.853515625,98.0,63.7175164433053,2,255,127.5,253,100.0,0
136.26953125,140.0,38.86308611369243,5,236,47.2,231,36.0,0
122.4765625,133.0,58.022435025674284,1,229,229.0,228,93.25,0
111.2490234375,108.0,65.91819547848739,1,235,235.0,234,123.0,0
112.751953125,92.0,45.10273641502035,34,240,7.0588235294117645,206,80.0,0
107.1513671875,109.0,44.43648401271244,13,236,18.153846153846153,223,68.0,0
99.28125,97.0,48.585831348372544,1,237,237.0,236,58.0,0
104.560546875,95.0,51.40109440421408,3,208,69.33333333333333,205,82.0,0
84.228515625,77.0,58.277676895695926,3,248,82.66666666666667,245,79.0,0
143.599609375,134.5,58.854858549209105,1,223,223.0,222,92.0,0
97.587890625,98.0,53.42293377719944,1,251,251.0,250,77.0,0
126.302734375,133.0,37.075832239791914,2,223,111.5,221,36.25,0
93.748046875,75.0,48.67657728181803,8,243,30.375,235,61.0,0
110.212890625,110.5,56.046416222018934,1,233,233.0,232,80.25,0
93.8232421875,86.0,53.125854835364485,4,225,56.25,221,94.0,0
101.05078125,93.0,55.661709791288736,5,250,50.0,245,81.0,0
130.9892578125,134.0,69.17975680640188,1,251,251.0,250,128.0,0
115.4990234375,116.0,33.4435450000643,20,241,12.05,221,38.0,0
163.2939453125,170.0,23.938367364771544,40,198,4.95,158,23.5,0
126.259765625,127.0,40.84279243263208,24,230,9.583333333333334,206,57.0,0
96.025390625,71.0,53.05167126553283,21,254,12.095238095238095,233,35.25,0
93.2587890625,85.0,57.05158388277779,7,239,34.142857142857146,232,65.25,0
134.9765625,130.5,62.507167069533665,25,255,10.2,230,112.25,0
97.0615234375,86.0,43.8909462210504,20,233,11.65,213,68.0,0
98.56640625,102.0,56.49162932647598,3,235,78.33333333333333,232,93.0,0
125.697265625,124.0,44.3448417803378,3,246,82.0,243,63.0,0
133.7490234375,113.0,62.541677502506886,1,255,255.0,254,83.25,0
126.0078125,123.0,59.786305143526334,1,246,246.0,245,94.25,0
102.26953125,110.0,50.06280829897853,15,236,15.733333333333333,221,92.0,0
96.560546875,83.0,33.84656679895212,4,247,61.75,243,43.0,0
104.4892578125,120.0,49.15238464057881,27,238,8.814814814814815,211,96.25,0
142.7646484375,149.0,55.700775987229555,7,251,35.857142857142854,244,66.0,0
141.951171875,138.0,40.417831849806205,39,248,6.358974358974359,209,68.0,0
141.4130859375,145.0,32.94100231392086,4,247,61.75,243,30.25,0
92.0205078125,93.0,50.49339152049629,1,217,217.0,216,76.25,0
120.0537109375,122.0,67.82247943490191,2,254,127.0,252,122.0,0
100.791015625,108.0,51.42826539735718,1,222,222.0,221,74.0,0
139.5,148.0,47.810457472711974,13,230,17.692307692307693,217,67.0,0
106.9453125,116.5,50.377471030236755,1,249,249.0,248,80.25,0
123.0732421875,112.5,49.32023769731316,1,255,255.0,254,79.25,0
102.3154296875,100.0,51.82532557832844,1,245,245.0,244,76.0,0
95.4833984375,125.0,53.260651423101486,2,232,116.0,230,107.0,0
96.7978515625,97.0,40.84941806588824,2,232,116.0,230,45.0,0
100.3740234375,95.0,36.42253859090138,24,240,10.0,216,53.0,0
132.6748046875,132.0,37.063141725590775,1,242,242.0,241,56.0,0
125.4091796875,133.0,71.73167471850101,2,253,126.5,251,134.25,0
125.224609375,124.0,35.92943305986976,59,247,4.186440677966102,188,44.0,0
123.3017578125,137.0,47.37685266863023,1,252,252.0,251,28.0,0
95.2392578125,74.0,61.194828323246874,1,216,216.0,215,115.0,0
89.7333984375,76.0,41.206916631730316,14,247,17.642857142857142,233,31.25,0
156.75,164.0,23.669064395852235,46,192,4.173913043478261,146,16.0,0
142.4775390625,130.0,36.8076116687335,54,230,4.2592592592592595,176,19.0,0
151.318359375,154.5,29.444966788627045,36,216,6.0,180,44.0,0
121.8828125,100.0,82.50227232606896,1,252,252.0,251,179.0,0
132.642578125,160.5,57.728665428045986,15,251,16.733333333333334,236,87.0,0
88.08203125,82.0,44.797167763420305,1,197,197.0,196,82.0,0
105.4921875,111.0,38.661869760008294,1,234,234.0,233,40.25,0
124.123046875,129.0,55.886870384210575,13,252,19.384615384615383,239,84.25,0
117.484375,108.5,81.65206857596674,1,254,254.0,253,156.0,0
98.6220703125,102.5,36.15143849266314,18,181,10.055555555555555,163,58.0,0
88.2255859375,93.0,64.86198455699842,1,248,248.0,247,108.0,0
128.5498046875,158.0,59.591033465556734,1,255,255.0,254,102.0,0
113.7138671875,106.0,31.533389469752706,11,245,22.272727272727273,234,16.0,0
134.37109375,137.0,35.34518653655277,1,253,253.0,252,26.0,0
104.7099609375,101.0,40.093602133379385,6,250,41.666666666666664,244,26.0,0
108.6142578125,103.0,51.545912406099504,24,252,10.5,228,78.0,0
96.607421875,85.0,56.808943298267494,1,244,244.0,243,65.0,0
91.4697265625,90.0,45.55250084813107,2,197,98.5,195,67.0,0
141.3642578125,173.0,63.4624114559834,20,213,10.65,193,112.25,0
128.0205078125,138.0,44.41490909303008,2,215,107.5,213,31.25,0
124.3798828125,122.0,39.825562338920804,4,235,58.75,231,52.0,0
155.0693359375,162.0,25.389890896088367,1,185,185.0,184,23.0,0
108.67578125,104.0,39.20322600344452,22,234,10.636363636363637,212,52.0,0
88.7265625,69.5,50.886740789557294,16,244,15.25,228,89.0,0
137.9208984375,130.0,57.418170312239226,7,252,36.0,245,112.25,0
98.4638671875,88.0,41.94030196356317,10,242,24.2,232,19.0,0
137.2958984375,151.0,57.01587414968032,4,252,63.0,248,75.0,0
107.06640625,110.0,56.76408728972008,1,253,253.0,252,89.25,0
96.1279296875,73.0,63.304619459661524,3,237,79.0,234,122.0,0
112.4345703125,126.0,62.596563031295844,1,254,254.0,253,85.5,0
138.2705078125,147.0,37.66974692423452,2,190,95.0,188,45.0,0
83.82421875,84.0,40.26666919211407,1,228,228.0,227,62.25,0
126.9990234375,135.0,51.66110835274274,1,247,247.0,246,63.0,0
119.630859375,129.0,24.147667153349918,13,143,11.0,130,12.0,0
120.53125,122.0,63.22344582164515,4,252,63.0,248,110.0,0
111.7626953125,85.0,59.7026922334562,20,254,12.7,234,62.25,0
139.82421875,155.5,53.79571420268671,2,233,116.5,231,75.0,0
95.265625,94.0,46.09066462131323,1,240,240.0,239,53.25,0
91.2041015625,103.0,59.807212595887506,2,245,122.5,243,116.0,0
75.142578125,57.0,48.75534008806903,4,239,59.75,235,48.0,0
156.6982421875,166.0,41.551170411133974,2,251,125.5,249,33.0,0
117.3662109375,128.0,48.20388898197692,11,254,23.09090909090909,243,53.25,0
80.8994140625,90.0,41.4896758577562,15,187,12.466666666666667,172,83.0,0
126.626953125,131.0,60.74340479964926,17,254,14.941176470588236,237,101.0,0
92.4970703125,91.0,44.552900342367515,2,203,101.5,201,74.0,0
88.3154296875,75.0,43.65857765147353,7,247,35.285714285714285,240,40.0,0
131.96875,137.0,25.78787793591206,2,186,93.0,184,27.0,0
105.693359375,103.0,20.476351518937637,24,206,8.583333333333334,182,16.25,0
109.9921875,109.0,29.705158194156176,25,215,8.6,190,39.0,0
105.787109375,112.5,46.34765439811153,1,222,222.0,221,76.25,0
103.7783203125,83.0,60.51378877209433,2,254,127.0,252,68.0,0
95.3603515625,90.0,38.67303382447392,14,248,17.714285714285715,234,41.0,0
135.9462890625,141.0,31.787963983207433,4,254,63.5,250,29.25,0
142.693359375,151.5,71.64760029322056,1,255,255.0,254,126.25,0
125.115234375,115.0,46.139991660313704,14,252,18.0,238,56.0,0
98.76953125,96.0,58.20634101328886,1,247,247.0,246,102.0,0
107.2734375,85.0,59.49608900535895,3,229,76.33333333333333,226,107.5,0
86.4521484375,69.0,59.758397481885055,4,253,63.25,249,98.0,0
108.15234375,104.0,43.68799439070001,1,229,229.0,228,59.0,0
121.5732421875,135.0,43.20633754823441,9,221,24.555555555555557,212,64.25,0
153.19140625,164.0,45.72841964957308,2,252,126.0,250,47.0,0
115.427734375,107.0,50.92793863813303,17,255,15.0,238,42.0,0
130.9443359375,133.0,41.05793148040517,2,242,121.0,240,48.0,0
108.796875,107.0,46.333578936980196,2,222,111.0,220,70.0,0
124.73828125,108.5,71.461144513441,3,254,84.66666666666667,251,120.0,0
84.8740234375,72.5,48.41022164371075,6,228,38.0,222,78.25,0
77.869140625,72.0,40.06309068455621,8,220,27.5,212,72.0,0
122.6650390625,144.0,51.99459208281039,1,252,252.0,251,93.0,0
101.2392578125,98.0,41.80031097834868,1,247,247.0,246,50.0,0
127.8818359375,141.5,53.67917483244162,15,211,14.066666666666666,196,81.5,0
120.8271484375,125.0,53.16495193757671,29,252,8.689655172413794,223,85.25,0
64.8876953125,50.0,40.7026431708638,2,213,106.5,211,43.25,0
131.7568359375,131.0,44.539576547731215,3,229,76.33333333333333,226,64.25,0
132.5673828125,135.0,23.673217795783057,59,217,3.6779661016949152,158,26.0,0
108.5078125,112.0,52.03585694225515,7,235,33.57142857142857,228,73.0,0
95.9482421875,94.0,25.192971196175833,38,211,5.552631578947368,173,31.0,0
90.11328125,86.0,44.7596539361443,1,214,214.0,213,69.0,0
111.9423828125,111.0,42.953640531941,3,231,77.0,228,49.25,0
122.1220703125,124.0,11.133850991517093,60,169,2.816666666666667,109,9.0,0
113.07421875,116.0,31.470415785339547,36,220,6.111111111111111,184,53.0,0
119.875,91.0,83.94463158460462,1,243,243.0,242,175.0,0
111.3369140625,80.0,86.89031319990157,1,255,255.0,254,175.0,0
91.0654296875,85.0,29.27220404912301,4,220,55.0,216,30.0,0
114.4453125,108.0,64.35739244564174,1,253,253.0,252,116.0,0
147.703125,155.0,29.016491640261663,25,232,9.28,207,38.0,0
135.13671875,140.0,42.09706579571073,3,249,83.0,246,48.0,0
136.6318359375,148.0,38.676343834579086,4,199,49.75,195,41.0,0
89.4072265625,77.5,59.262221729692975,4,253,63.25,249,67.0,0
148.4619140625,153.0,42.39495882574206,1,235,235.0,234,58.25,0
97.0712890625,94.5,33.735931615001654,21,197,9.380952380952381,176,60.0,0
111.515625,110.0,35.528209385069985,4,231,57.75,227,34.0,0
114.1103515625,144.0,67.34553021337165,1,225,225.0,224,119.0,0
159.6435546875,179.0,55.02571218463871,3,254,84.66666666666667,251,72.0,0
68.99609375,65.0,24.386775688704954,41,208,5.073170731707317,167,15.0,0
103.6806640625,104.0,54.79694920108711,10,251,25.1,241,83.25,0
101.06640625,80.0,55.315073071993325,2,245,122.5,243,94.0,0
141.4248046875,134.0,46.69034682126465,42,249,5.928571428571429,207,55.0,0
129.4853515625,134.0,21.69591380993847,7,167,23.857142857142858,160,9.0,0
145.9521484375,156.0,45.077956079335124,9,217,24.11111111111111,208,65.0,0
130.376953125,136.0,58.10411667938471,3,241,80.33333333333333,238,97.25,0
